anime_id,title,title_english,synopsis,genres,status,score,scored_by,type,source,episodes,popularity,members,rank,favorites,season,year
59770,"Nige Jouzu no Wakagimi: Makuai (1333-nen - 1334-nen) ""Rekishi""","The Elusive Samurai: Interlude (1333-1334) ""History""",Recap of the first nine episodes of Nige Jouzu no Wakagimi.,"Adventure, Comedy",Finished Airing,6.15,670,TV Special,Manga,1,12900,1346,8998,10,,
58522,SutoPuri Movie: Hajimari no Monogatari - Strawberry School Festival!!!,,An anime movie based on the boy band Strawberry Prince.,,Finished Airing,,,Movie,Other,1,13151,1250,14265,16,,
59185,Sex ga Suki de Suki de Daisuki na Classmate no Ano Musume,,,Hentai,Currently Airing,6.87,224,OVA,Manga,,13172,1244,,1,,
59148,Mirai no Kuromaku-kei Akuyaku Reijou Moriarty no Isekai Kanzen Hanzai Hakusho,,"After a showdown with a great detective, the most feared criminal, James Moriarty, met his end. He suddenly found himself reincarnated in another world, possessing the body of Sherry Moriarty, a beautiful young lady being bullied by the daughters of noble families! Using the power of his brilliant mind, he creates the perfect crime for the sake of this single girl. In a world without a great detective, the curtain rises on a cold-hearted, intellectual revenge drama between the two Moriartys.

(Source: Official Site, translated)",Mystery,Finished Airing,,,TV,Web manga,6,13175,1243,17333,3,summer,2024
59718,Kidou Senshi Gundam: The Origin - Movie Edition,,"In the year 0068 of the Universal Century, Casval Rem Deikun's life is thrown into chaotic disarray after the assassination of his father, a prolific figure in the crusade towards civil rights for people who live away from the Earth's surface. Casval and his sister Artesia receive aid from soldiers who were loyal to their father, and the siblings are whisked away from their home, separated, and thrown into a twisted fate that sees them come into their own as soldiers and adults.

Years before stealing the name Char Aznable or his ""Red Comet"" moniker, Casval must contend with the rise of a militarized version of his father's ideology and his own vengeful nature as intergalactic war molds him into a legendary mobile suit pilot. 

[Written by MAL Rewrite]","Action, Sci-Fi",Finished Airing,,,Movie,Manga,3,13211,1230,16421,2,,
59944,Poketoon (2024),,The second installation of the POKÉTOON series.,"Adventure, Comedy",Currently Airing,,,ONA,Game,,13380,1176,18088,1,,
51333,Baise Shandian,Ping Pong!,,Sports,Finished Airing,7.34,126,ONA,Original,6,13484,1140,2571,19,,
59560,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made Recap",,"Recap of the first six episodes of Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made.","Action, Adventure, Fantasy",Finished Airing,5.9,365,TV Special,Light novel,1,13601,1103,10302,4,,
59328,Incha Couple ga You Gal-tachi to Sex Training Suru Hanashi,,,Hentai,Currently Airing,7.39,225,OVA,Manga,,13643,1095,,8,,
59118,Reginetta-san no Bouken,,,Hentai,Currently Airing,5.83,208,OVA,Game,,13692,1078,,1,,
59179,Guai Xiang Shou,Whimsical Wish,"Wei Ran, a college graduate, was accidentally led into a world he never thought existed by a cat. When he was trying to find a way to return home, he learned that the only train that could take him back to the human world would only arrive in half a year. He could only temporarily live in the shop run by Mao Mao Yaya - Guaixiang Sale. Just when life seemed to be settling down, Wei Ran unexpectedly discovered that no matter where he went, dragon scales would appear. And every time the dragon scales appear, it causes completely different strange effects... 

(Source: Bilibili, Google translated)","Comedy, Fantasy",Finished Airing,6.88,182,ONA,Original,8,13701,1073,4886,8,,
57801,Bai She 3: Fusheng,White Snake: Afloat,,"Action, Adventure, Fantasy",Finished Airing,,,Movie,Other,1,13848,1034,18968,1,,
59301,Yuanshen: Yin Ran PV - Yi Fan Liao Zhu Ming,Genshin Impact: Ignition Teaser - A Name Forged in Flames,Promotional video showcasing the Natlan cast of characters in Genshin Impact.,Fantasy,Finished Airing,6.72,558,PV,Game,1,13849,1034,,1,,
59908,One Piece: Yuruganu Seigi! Kaigun no Hokoritakaki Log!,One Piece: Unwavering Justice! The Navy's Proud Log!,The fifth recap special of the Egghead arc.,"Action, Adventure, Comedy, Fantasy",Finished Airing,6.27,508,TV Special,Manga,1,13975,998,8361,,,
57499,Crayon Shin-chan Movie 32: Ora-tachi no Kyouyuu Nikki,,,"Adventure, Comedy",Finished Airing,,,Movie,Manga,1,14020,987,19621,6,,
59180,Bai Fa Shen La,Bureau of Paranormal Investigation,"Shen La, a special investigator of the ""Poll Bureau"" of the mysterious incident management agency, was seriously injured in the execution of his mission. When he was about to die, he accepted the inheritance of Wu Rendi, the director of the Sixth Office - a ""seed"" containing mysterious power. After regaining consciousness, Wu Rendi's senior brother Guangren accepted him as his disciple. In order to find the fragments of the Tianli Diagram, Shen La, after going through the Tianshan Wolf Tomb, energy backlash, foundation conspiracy and other incidents, was finally recognized by Wu Rendi and received the ancient artifact-the Twin Swords of Crime and Punishment given by him. At the same time, the problem of the insider in the polling bureau became more complicated and confusing, and Shen La and her partner Sun Desheng went into battle again.

(Source: Bilibili, Google translated)","Action, Fantasy",Finished Airing,,,ONA,Novel,8,14236,923,18951,1,,
59807,Transformers 40th Anniversary Special Movie,,A video uploaded to the Takara Tomy YouTube channel in order to celebrate the 40th anniversary of the franchise.,Action,Finished Airing,7.59,521,PV,Other,1,14304,907,,5,,
59308,Aikatsu Academy!,,"The series will follow three new idols in training: Himeno Mieru, Mamimu Meh and Wao Parin. But since they're currently unknown, they decide to do their own advertising and gather a fanbase. Together, they form the Aikatsu Academy! Streaming Club to record and broadcast their idol activities.",Slice of Life,Finished Airing,6.2,137,PV,Original,1,14400,885,,4,,
59245,Cang Yuan Tu: Dongning Fu Fanwai Pian,The Demon Hunter: Dongning Mansion Special,,"Action, Adventure, Fantasy",Finished Airing,7.56,256,ONA,Web novel,4,14513,854,1669,4,,
59398,Yong Sheng: Hai Shi Xian Ling,Immortality 4th Season,Fourth season of Yong Sheng.,"Action, Adventure, Fantasy",Currently Airing,7.14,116,ONA,Web novel,16,14858,771,3673,2,,
59173,Futsuma *jo Charlotte,,,Hentai,Currently Airing,,,OVA,Game,,14885,766,,,,
59389,Jian Lai,Sword of Coming,"There are all kinds of things in the world. A poor boy in Lizhu Cave Heaven who should have great luck was unable to seize the opportunity because his natal porcelain was broken. Based on this, many bigwigs focused on the boy and made arrangements, so that the boy's friends got great opportunities, but the boy was at the center of the storm... 

(Source: Tencent, Google translated)","Action, Adventure, Fantasy",Currently Airing,6.96,120,ONA,Web novel,26,15078,718,4478,4,,
59649,Nanashi Kaidan 3rd Season,,Third season of Nanashi Kaidan.,"Horror, Supernatural",Finished Airing,,,TV,Original,5,15099,714,17571,1,summer,2024
59649,Nanashi Kaidan 3rd Season,,Third season of Nanashi Kaidan.,"Horror, Supernatural",Finished Airing,,,TV,Original,5,15099,714,17571,1,summer,2024
59968,Sword Art Online Alternative: Gun Gale Online II - Gala,Sword Art Online Alternative: Gun Gale Online II - Gala,"To commemorate the broadcast of the second season, we will be releasing episode 12.5. Please enjoy the narration by Eva, Sophie, and Tanya, as well as the ending song ""Replica"".

(Source: Official Website)",Action,Finished Airing,6.15,178,ONA,Light novel,1,15153,704,9009,,,
58196,Koneko no Chi: Ponponraa Natsuyasumi,Chi's Sweet Adventure: Summer Vacation,Sequel to Koneko no Chi: Ponponra Dairyokou.,Slice of Life,Finished Airing,6.43,110,ONA,Original,12,15298,681,7394,1,,
58797,Wanmei Shijie Movie: Huo Zhi Huijin,Perfect World Movie,"The reunion of Huo Sang plays the tragic song of sin and blood, and the stone spirit is reborn from the desperate situation when the ashes fall.

(Source: v.qq, translated)","Action, Adventure, Fantasy",Finished Airing,7.17,155,ONA,Novel,3,15720,611,3500,,,
59182,Xi Jing Sushe,Roommates,"Bai Junyan, a neighbor's white lotus with the fragrance of tea; Luo Ben, a flower of wealth in the world with eyes higher than the top. The two drama queens were assigned to the same dormitory and joined the same drama club. In front of them, there appeared the sophomore drama club senior and iceberg male god Gao Shu, and his mysterious roommate Ouyang who is highly socially afraid... At this point, the actors on the stage have gathered. Will they take off their masks and be honest? treat each other; or will they each show their special powers and create a campus drama of intrigue?

(Source: Bilibili, Google translated)",Slice of Life,Currently Airing,,,ONA,Manga,12,15845,593,15028,3,,
59251,Shinkalion: Change the World - Ushinawareta Kioku,,"""How did it end up like this... Where did I end up, and what did I do...?""

As the driver of the Phantom Shinkalion, Ina stood in front of Taisei and the others. What was Ina doing behind the scenes of the battle with Taisei and the others?

A special edition looking back on the past from Ina's perspective.

(Source: Shinkalion Wiki)","Action, Sci-Fi",Finished Airing,,,TV Special,Other,1,15809,589,13920,,,
59455,Ikenie (Music),,Music video for the song Ikenie by Sakura Miko.,Comedy,Finished Airing,6.57,251,Music,Original,1,16039,568,,,,
59236,San Shaonu,The Umbrella Fairy,,"Adventure, Fantasy",Finished Airing,,,Movie,Manga,1,16207,548,18547,2,,
59373,Kamakura Style,,Music video for the song Kamakura Style by Botchi Boromaru.,,Finished Airing,6.35,304,Music,Original,1,16231,544,,1,,
59391,Feng Ling Yu Xiu 2nd Season: Tebie Pian,,,"Action, Adventure",Finished Airing,,,ONA,Original,2,16567,505,20135,1,,
59181,Long Zhong Ren,Caged Character,"Fei Xingkong and Sirui suddenly found themselves living in a comic cage, and they wanted to escape back to the real world. However, facing the absolute control of the ""author"", the two were forced to flee in the unpredictable world of the story... 

(Source: Bilibili, Google translated)","Comedy, Romance, Suspense",Currently Airing,,,ONA,Manga,16,16694,492,16886,4,,
59434,Shen Mu 2nd Season,Tomb of Fallen Gods,The second season of Shen Mu.,"Action, Adventure, Fantasy",Currently Airing,,,ONA,Web novel,27,16697,492,13758,,,
59825,Undead,,"Music video for the song Undead by YOASOBI.

The song was used as the ending theme of the anime Monogatari Series: Off &amp; Monster Season.",,Finished Airing,7.11,278,Music,Light novel,1,16728,490,,,,
59178,Zhui Xu 2nd Season,My Heroic Husband,The second season of Zhui Xu.,Drama,Currently Airing,,,ONA,Novel,16,17054,456,15968,1,,
59327,Shen Wu Tianzun (2024),The Legend of Sky Lord (2024),"The only body cultivator in the nine realms was betrayed by his close friend Li Yunfei, and his body and soul disappeared. By chance, his soul remained immortal, and unexpectedly happened to Xiao Chen, a dying disciple of Qingyun Sect. After rebirth, Xiao Chen not only resurrected, but also awakened his supreme magical power. He also vowed to take back everything that belonged to him, and walked out on his own magical path as the ""Venerable God"".

(Source: Iqiyi, Google translated)","Action, Fantasy",Currently Airing,,,ONA,Unknown,24,17165,449,13769,5,,
59428,Yuureisensen,Dead Ma'am's Chest,Music video for the song Yuureisensen by Houshou Marine.,"Action, Fantasy",Finished Airing,7.33,268,Music,Original,1,17181,448,,1,,
59564,Midnight Vampire,Midnight Vampire,"At midnight, she wanders for blood....","Horror, Supernatural, Suspense",Finished Airing,6.34,246,ONA,Original,1,17354,433,7903,1,,
58944,Jochum,,"The first animation of Sanrio character ""JOCHUM"" jointly developed by Sanrio and JO1.
11 friends living in the share house ""JOCHUM'S HOUSE"" where dreams are said to come true if you live in this house. Everyone has a dream and is fighting hard towards their dreams every day while living a leisurely life today!",Slice of Life,Currently Airing,,,TV,Original,,17385,431,16129,2,summer,2024
59290,Naoe-kun wa Yasesasetai.,,Naoe-kun wa Yasesasetai. is a weekly mini anime shown with each Elf-san wa Yaserarenai. episode exclusively on the AT-X broadcast of the TV anime. They are also released separately from the series on streaming services.,"Comedy, Fantasy",Finished Airing,5.59,133,TV,Manga,12,17468,425,11636,,summer,2024
59246,Shaonian Bai Ma Zui Chun Feng 2nd Season,The Young Brewmaster's Adventure 2nd Season,The second season of Shaonian Bai Ma Zui Chun Feng.,"Action, Adventure, Fantasy",Currently Airing,,,ONA,Web novel,,17467,423,13703,1,,
58506,Harimaware! Koinu 2nd Season,,Second season of Harimaware! Koinu.,Comedy,Finished Airing,,,TV,Web manga,12,17686,409,20603,,summer,2024
59685,Yongisanda,The Dragon Next Door,,"Comedy, Fantasy",Currently Airing,,,TV,Web manga,,17792,401,15661,1,summer,2024
59685,Yongisanda,The Dragon Next Door,,"Comedy, Fantasy",Currently Airing,,,TV,Web manga,,17792,401,15661,1,summer,2024
59291,Huyao Xiao Hongniang: Jing Hua Yuan,,,"Comedy, Romance, Supernatural",Finished Airing,,,ONA,Manga,10,17850,396,20955,1,,
59291,Huyao Xiao Hongniang: Jing Hua Yuan,,,"Comedy, Romance, Supernatural",Finished Airing,,,ONA,Manga,10,17850,396,20955,1,,
59275,King of Prism: Dramatic Prism.1,,Movie version of King of Prism: Shiny Seven Stars with new content.,Sports,Finished Airing,,,Movie,Original,1,18071,380,16451,1,,
59433,Nian Wushuang,A Moment but Forever,"The Goddess of the Machine God descended to earth to retrieve the hand of God, broke the rules and changed her fate against the will of heaven, and experienced an unparalleled love affair, achieving a double harvest in career and love. Let's see how the heroine who got the script of the hot-blooded boy comic uses the machine skills to counterattack all the way, which is exciting and full of laughter.

(Source: Iqiyi, Google translated)","Action, Fantasy, Romance",Currently Airing,,,ONA,Web novel,,18375,357,17657,1,,
59011,Gendai Goyaku,Modern Mistranslation,"The series focuses on teaching students famous quotations from historical figures from all over the world by presenting the quotations incorrectly at first as ""mistranslations"" in the ""modern day,"" encouraging the students to learn the correct quotes in the process.

(Source: Crunchyroll)",Comedy,Finished Airing,,,TV,Original,12,18551,342,20316,,summer,2024
59382,Horangi Deureowayo,Tiger Coming In,"The fun and mysterious daily life of a young couple in a forest and strange children who come to them one day.

(Source: Naver Corporation, translated)","Comedy, Supernatural",Finished Airing,,,ONA,Web manga,8,19159,304,20818,2,,
59410,Ling Wu Dalu,Lingwu Continent,"Lingwu Continent is a world where spiritual power and martial spirit coexist. A spiritual cultivator can move mountains and rivers with a thought, and a martial artist can tear the world apart with bare hands. Chen Tian, ​​a former genius in Xingchen Town, lost his martial spirit and dried up his spiritual sea after he turned ten.

Since then, he has become a waste of his family and has been looked down upon by others. In a life-and-death struggle, Chen Tian fell off a cliff and mistakenly entered the formation arranged by the ancient sword emperor. Under the influence of the power of the heavenly book, he awakened his spiritual and martial dual cultivation physique. At the same time, he also obtained a strange memory and a mysterious storage ring. 

From then on, he rose from adversity, broke through the reincarnation of the Heavenly Dao Palm, and finally crossed the shackles of the emperor's calamity and aspired to become the champion of Lingwu Continent!

(Source: iQIYI)","Action, Adventure, Fantasy",Currently Airing,,,ONA,Web novel,60,19239,298,16848,,,
59380,Jiu Wo,Save Me,"A man found a strange bottle in an empty public restroom toilet.

(Source: Fantasia Festival)","Drama, Horror",Finished Airing,,,ONA,Original,1,19426,287,16109,2,,
59385,You Shou Yan 4th Season,Fabulous Beasts 4th Season,,"Comedy, Fantasy",Currently Airing,,,ONA,Original,,19613,278,15683,1,,
51873,Erlang Shen: Shenhai Jialong,God with Three Eyes,,Fantasy,Finished Airing,,,Movie,Unknown,1,19630,277,20075,,,
59990,Sengoku Youko: Yonaoshi Kyoudai-hen Recap,Sengoku Youko Recap,Recap of the events of Sengoku Youko: Yonaoshi Kyoudai-hen that was broadcast before the airing of the second season. It was also included with the BD release of the series.,"Action, Adventure, Fantasy",Finished Airing,6.1,101,TV Special,Manga,1,19662,275,9262,,,
59593,Wujin Shenyu,Endless God Realm,"Seven years ago, the family of the mortal prince Li Han was killed by seven immortals. When he was dying, he and his sister Li Yao were saved by the legendary Endless God Realm. Seven years later, Li Han returned. In order to wake up his sister, he must constantly improve his cultivation according to the requirements of the God Realm to protect the people. At the same time, he also vowed to find the murderer of that year and take revenge! But things are more complicated than he imagined. As the truth is revealed bit by bit, Li Han must make a choice between revenge and gratitude...

(Source: Iqiyi, Google translated)","Action, Adventure, Fantasy",Currently Airing,,,ONA,Unknown,60,19966,258,15004,2,,
59945,Sengoku Youko: Senma Konton-hen Recap,Sengoku Youko 2nd Season Recap,Recap of the first ten episodes of Sengoku Youko: Senma Konton-hen.,"Action, Adventure, Fantasy",Finished Airing,6.08,108,TV Special,Manga,1,20105,250,9358,,,
59629,Liselotte no Wakuwaku Magical Shoukai,,"Liselotte will invite guest characters to introduce the highlights of the series.

(Source: Official YouTube Channel)","Comedy, Fantasy",Finished Airing,,,ONA,Light novel,16,20187,246,16847,,,
59996,Donut Hole,,Music video for the song Donut Hole by Hachi.,,Finished Airing,7.06,129,Music,Original,1,20303,240,,2,,
59762,Tian Ying,Shadow of Heaven,"Lu Chen, the ""Shadow"" undercover agent of Fuyun Division, was cursed by black fire for destroying the demon sect's divine spell, and his cultivation was completely destroyed. After ten years of living in exile and seclusion, Master Tian Lan appeared again and gave Lu Chen the task of going to the Kunlun Sect to find the undercover demon sect. In order to repair the damaged Five Elements God Disk, Lu Chen was ordered to become a hundred of the Kunlun Sect. A handyman disciple in the thatched cottage. In the process of carrying out the mission, he met many friends and the love of his life Yi Xin, and gradually felt the warmth of the world. At the same time, he touched on the secrets behind Kunlun from various clues, and discovered that the black dragon sealed in the Kunlun Forbidden Land was not an evil monster, but had always claimed to be for The righteous Tian Lan actually had other plans. After realizing the facts, Lu Chen was confused for a while. With Yi Xin's encouragement, he decided to face the past and no longer stick to the so-called distinction between good and evil, but to follow his heart and do the right thing.

(Source: Tencent, Google translated)","Action, Fantasy",Currently Airing,,,ONA,Novel,,20428,232,14488,,,
59765,Yishi Du Zun 2nd Season,The Sovereign's Ascension 2nd Season,,"Action, Adventure, Fantasy",Currently Airing,,,ONA,Web novel,,20432,232,15642,,,
59624,Xi Xing Ji: Da Yuan Hun Tebie Pian,The Westward: Wukong Specials,"An independent story of Sun Wukong. It tells the adventure of the great demon Wukong, who dominated the demon road in his previous life, and formed a direct bond with the human girl Guozi. 

(Source: DonghuaStream)","Action, Adventure, Fantasy",Finished Airing,,,ONA,Manga,4,20486,229,15032,,,
59714,Bunchou Colors,,Five finches meet everyday in a club to help other birds.,Slice of Life,Finished Airing,,,ONA,Original,1,20558,225,19268,1,,
59615,Pokemon Card Game PV: Trainer's Pokemon,,A PV for the Trainer's Pokemon cards releasing in 2025.,"Action, Adventure, Fantasy",Finished Airing,,,PV,Game,1,20627,221,,,,
59616,PokeMinutes,,A series of videos showcasing snapshots of time spent with different Pokemon.,"Fantasy, Slice of Life",Currently Airing,,,ONA,Game,,20877,206,18086,1,,
59834,Paipai Kamen de Doukashiran?,How about Paipai Mask?,Music video for the song Paipai Kamen de Doukashiran? by Houshou Marine.,,Finished Airing,6.82,119,Music,Original,1,21003,200,,,,
59785,Allegro,,Music video for the song Allegro by Midnight Grand Orchestra.,Sci-Fi,Finished Airing,6.76,115,Music,Original,1,21202,190,,,,
59785,Allegro,,Music video for the song Allegro by Midnight Grand Orchestra.,Sci-Fi,Finished Airing,6.76,115,Music,Original,1,21202,190,,,,
59409,Ohayou! Unko-sensei,,,Comedy,Currently Airing,,,TV,Manga,,21383,180,17794,,summer,2024
59656,Pokemon Masters EX: 5-shuunen Tokubetsu Eizou wo Koukai!,Pokemon Masters EX: Arc Suit Awakening,A promotional video to celebrate 5 years of Pokemon Masters EX.,"Action, Fantasy",Finished Airing,,,PV,Game,1,21411,178,,,,
59366,Denglong Dao,Lantern Blade,,Action,Finished Airing,,,ONA,Original,3,21464,175,19784,,,
59748,Violet!?,,Music video for the song Violet!? by Fuwa Minato.,Suspense,Finished Airing,,,Music,Original,1,21686,163,,1,,
59357,Turning the Tera Tide,,"Our glistening hero quartet lands in hot water in Turning the Tera Tide! Watch Piplup, Greninja, Quaxly, and Palafin as they encounter a Dondozo with a mucky attitude!",Comedy,Finished Airing,,,ONA,Game,1,21792,159,14702,,,
59237,Luo Fanchen (Movie),Into The Mortal World,,"Fantasy, Romance",Finished Airing,,,Movie,Original,1,21805,159,16922,,,
59237,Luo Fanchen (Movie),Into The Mortal World,,"Fantasy, Romance",Finished Airing,,,Movie,Original,1,21805,159,16922,,,
59557,Wo de Wei Xin Tong Longgong,My WeChat Connects to the Dragon Palace,"Luo Yun, an orphan boy, has a mysterious background. When he became an adult, he was accidentally pulled into the ""East China Sea Dragon Palace Chat Group"". After exchanging cultivation secrets from the immortal friends in the group, his cultivation level increased greatly. Since then, he has transformed into ""Luo Yuan Shangxian"" and started his journey of cultivating immortals between the human and immortal worlds. 

Relying on the information gap and witty planning of the immortal friends in the WeChat group, Luo Yun exchanged spicy strips for immortal pills and cola for spiritual treasures, constantly improving himself, helping the weak and upholding justice in the real world. As the Overlord Seafood Company rose all the way in the two worlds, Luo Yun was involved in the great dispute between Peach Blossom Spring and Chaos Star Sea because of the mystery of his life experience.

(Source: iQIYI)","Action, Adventure, Fantasy, Sci-Fi",Currently Airing,,,ONA,Web novel,60,21813,158,14924,,,
59746,Melting,,Music video for the song Melting by Ayame Nakiri.,,Finished Airing,,,Music,Original,1,21812,158,,1,,
59620,Bao Ke Meng Donghua Tujian: Xiaoqi Dao Zhong,,"In the hot summer, which Pokemon will take a rest on the island? Come here and experience the relaxing Pokemon ecosystem!

(Source: Weibo, translated)",Fantasy,Finished Airing,,,ONA,Game,10,21986,151,19033,,,
59927,Wan Yu Feng Shen 2nd Season,,,"Action, Fantasy",Finished Airing,,,ONA,Novel,20,21979,151,14841,,,
59500,Butai ni Tatte,On the Stage,Music video for the song Butai ni Tatte by YOASOBI.,Sports,Finished Airing,,,Music,Original,1,22141,144,,,,
59500,Butai ni Tatte,On the Stage,Music video for the song Butai ni Tatte by YOASOBI.,Sports,Finished Airing,,,Music,Original,1,22141,144,,,,
59350,Dai Dai Dai Fantasista,,Music video for the song Dai Dai Dai Fantasista by Sakura Miko.,,Finished Airing,,,Music,Original,1,22130,144,,,,
59752,Warau Red List,,"Endangered animals complain about humans! The animals' complaints reveal the relationship between nature and humans!

(Source: NHK, translated)",Comedy,Currently Airing,,,TV,Original,,22263,140,14875,,summer,2024
59789,Feeling Gradation,,Music video for the song Feeling Gradation by ReGLOSS.,,Finished Airing,,,Music,Original,1,22248,140,,,,
59993,Wuhang Zhanshen 2nd Season,Five Element God of War 2nd Season,,"Action, Adventure, Fantasy",Currently Airing,,,ONA,Web novel,30,22283,139,15002,,,
59372,Pokemon Unite 3-shuunen PV,Pokemon Unite 3rd Anniversary PV,PV for the 3rd anniversary event of Pokemon UNITE.,"Action, Fantasy",Finished Airing,,,PV,Game,1,22346,136,,,,
59668,Aqutan no Koto Sukisugi☆Song,,Music video for the song Aqutan no Koto Sukisugi☆Song by Minato Aqua.,,Finished Airing,,,Music,Original,1,22435,132,,,,
59463,Majo no Furo Life,,"An animated PV for Majo no Furo Life, with a collaboration between the music creator unit ""ZiNG"" and the singer ""Lia"".",Slice of Life,Finished Airing,,,PV,Game,1,22671,125,,,,
59998,Shu Shan Qi Xian Lu 2nd season,Legend of Sho 2nd seeason,,Fantasy,Currently Airing,,,ONA,Manga,,22692,125,13985,1,,
59753,Taisu Xilie,Taisu Project,"An animation anthology film project telling four interlinked tales of animated sci-fi and fantasy by directors from Japan, China and the USA that talks about war, life, love and what we are as human.

(Source: IMDB)","Drama, Fantasy",Finished Airing,,,ONA,Original,4,22747,123,14321,,,
59901,Ai no Yakusoku,,,"Mystery, Romance",Finished Airing,,,ONA,Original,1,22729,123,18704,,,
59634,Zhanshen Lianmeng,God of War Alliance,"After a magnetic storm strikes the Blue Star Continent, spiritual energy is revived, transforming both humans and animals. This triggers a battle for survival between spirit beasts and humans. Ling Tian, a young prodigy with an ancient divine bloodline and a treasure called the 'God Brain,' discovers that in three years, the continent will face a disaster that will lead to his heroic death. Guided by Yan Ling, his assistant from the future, he embarks on a mission to attain ultimate power and change the continent's fate.

(Source: SIMLK)","Action, Adventure, Fantasy, Sci-Fi",Currently Airing,,,ONA,Original,,22784,122,15829,,,
59754,Pihotek,Pihotek,,Adventure,Finished Airing,,,ONA,Picture book,1,22829,121,18040,,,
59875,Dan Yuan Meng Changjiu,Pokemon and the Autumn Moon,"On a full moon day, Pikachu meets many Pokemon. The Pokemon who gather and dance also make an appearance!

(Source: Official YouTube Channel)",Fantasy,Finished Airing,,,ONA,Game,1,22845,120,19731,,,
59387,Hello Carbot Season 15,Hello Carbot Star Guardian,,Action,Currently Airing,,,TV,Original,26,22958,118,20665,,summer,2024
59367,Fengyu Lang Qiao: Kunlun Mo Lei,Slave,,"Action, Suspense",Finished Airing,,,ONA,Original,1,22999,116,20162,,,
59790,Osomatsu-san Shinsaku Short Anime,,,Comedy,Currently Airing,,,ONA,Original,4,22995,116,17907,,,
59456,Easier to Love You,Easier to Love You,Official music video for Porter Robinson's song Easier to Love You.,Avant Garde,Finished Airing,,,Music,Original,1,23083,114,,1,,
59353,Wo De San Ti 4th Season,,,Sci-Fi,Finished Airing,,,ONA,Book,9,23153,113,14921,,,
59532,Oshi Chatta!,,Music video for the song Oshi Chatta! by Suou Patra.,,Finished Airing,,,Music,Original,1,23242,111,,,,
59532,Oshi Chatta!,,Music video for the song Oshi Chatta! by Suou Patra.,,Finished Airing,,,Music,Original,1,23242,111,,,,
59529,Makimonogatari,,"Commemorative music PV celebrating the 555th issue of CoroCoro Comic, featuring the song Makimonogatari by Eve.",,Finished Airing,,,Music,Original,1,23301,109,,,,
59321,Sinbi Apartment: Bulgeunnunui Sasin,Shinbi's Haunted House Special: The Red-Eyed Grim Reaper,Recap of the plot of Sinbi's Apartment: Phantom Ball: Zero - Du Beonjjae Iyagi.,"Fantasy, Supernatural",Finished Airing,,,Movie,Original,1,23427,107,14075,,,
59874,Salangui Hachyuping,Heartsping: Teenieping of Love,,Fantasy,Finished Airing,,,Movie,Original,1,23407,107,18532,,,
59951,Man Huang Xian Jie,The Uninhabited Wonderland,"In the vast and wild fairyland, the culture of cultivating immortals prevails, and mortals are proud to become cultivators. College student, Lu Hangzhi,  transmigrated from the modern times and became a mortal servant in Ziyun Town. 

He lived a life of treading on thin ice every day, but he refused to accept his fate and worked hard to get rid of his status quo and strived to get ahead. Later, because of a good deed, he was appreciated by Zhu Fuqin, the eldest lady of the Zhu Mansion, and his senior brother Leng Wuya. 

With unremitting efforts, he passed many tests and joined the Xuanxin Sect. He was promoted from an outer disciple to an inner disciple, and was even favored by the deputy head Chen Ji and took him in. He cut his way through obstacles and moved forward on the road of cultivating immortals. 

(source: Qiyi)","Action, Adventure, Fantasy",Currently Airing,,,ONA,Novel,48,23386,107,17017,,,
59368,Fengyu Lang Qiao: Bishamonten,Vaisravana,,"Action, Suspense",Finished Airing,,,ONA,Original,1,23654,102,20161,,,
59713,Planetarium Doraemon: Uchuu no Mokei,,,"Action, Sci-Fi",Finished Airing,,,Movie,Unknown,1,23791,100,18070,,,
60029,5-Okunen Button (TV Special),,Episodes 13 and 14 of 5-Okunen Button.,"Comedy, Sci-Fi",Currently Airing,,,TV Special,Other,2,23794,100,18668,1,,
59687,Kaiba Seichoutsuu,Hippocampal Pain,Music video for the song Kaiba Seichoutsuu by ZUTOMAYO.,,Finished Airing,,,Music,Original,1,23862,99,,,,
59687,Kaiba Seichoutsuu,Hippocampal Pain,Music video for the song Kaiba Seichoutsuu by ZUTOMAYO.,,Finished Airing,,,Music,Original,1,23862,99,,,,
59936,Sunao,,Music video for the song Sunao by Sakura Miko.,,Finished Airing,,,Music,Original,1,23824,99,,,,
59994,Moonlight,Moonlight,Music video for the song Moonlight by Suisei Hoshimachi.,,Finished Airing,,,Music,Original,1,23883,99,,1,,
59379,Qingnian Daoyan Xilie,,,Fantasy,Finished Airing,,,ONA,Original,4,23898,98,18275,,,
59242,Xi Yangyang Yu Hui Tailang Zhi Shouhu,Pleasant Goat and Big Big Wolf: The World Guardians,,"Action, Comedy",Finished Airing,,,Movie,Original,1,23998,97,15034,,,
59527,Under the Party Lights,,Music video for the song Under the Party Lights by AmaLee.,,Finished Airing,,,Music,Game,1,23994,97,,,,
59527,Under the Party Lights,,Music video for the song Under the Party Lights by AmaLee.,,Finished Airing,,,Music,Game,1,23994,97,,,,
59518,Wander!,,Music video for the song Wander! by Shirogane Noel.,,Finished Airing,,,Music,Original,1,23966,97,,,,
59696,Jinling Yu Mao,The Royal Cat,,"Adventure, Comedy, Fantasy",Finished Airing,,,Movie,Original,1,24018,96,16077,1,,
